0.000000000000000e+00	2.500000e+00	2.494705e+00
1.000000000000000e-03	2.500000e+00	2.494705e+00
1.001000000000000e-03	2.520000e+00	2.494747e+00
1.002457142857143e-03	2.520000e+00	2.494870e+00
1.003914285714286e-03	2.520000e+00	2.494993e+00
1.005371428571428e-03	2.520000e+00	2.495114e+00
1.006828571428572e-03	2.520000e+00	2.495234e+00
1.008285714285714e-03	2.520000e+00	2.495354e+00
1.009742857142857e-03	2.520000e+00	2.495472e+00
1.011200000000000e-03	2.520000e+00	2.495590e+00
1.062818303571429e-03	2.520000e+00	2.499097e+00
1.114436607142857e-03	2.520000e+00	2.502151e+00
1.166054910714286e-03	2.520000e+00	2.504751e+00
1.217673214285715e-03	2.520000e+00	2.506897e+00
1.269291517857143e-03	2.520000e+00	2.508590e+00
1.320909821428572e-03	2.520000e+00	2.509830e+00
1.372528125000000e-03	2.520000e+00	2.510616e+00
1.467394196428572e-03	2.520000e+00	2.511745e+00
1.562260267857143e-03	2.520000e+00	2.512679e+00
1.657126339285714e-03	2.520000e+00	2.513418e+00
1.751992410714285e-03	2.520000e+00	2.513962e+00
1.846858482142857e-03	2.520000e+00	2.514310e+00
1.941724553571428e-03	2.520000e+00	2.514463e+00
2.036590624999999e-03	2.520000e+00	2.514421e+00
6.001000000000000e-03	2.520000e+00	2.514651e+00
6.002000000000000e-03	2.500000e+00	2.514608e+00
6.006247321428572e-03	2.500000e+00	2.514250e+00
6.010494642857145e-03	2.500000e+00	2.513897e+00
6.014741964285717e-03	2.500000e+00	2.513551e+00
6.018989285714289e-03	2.500000e+00	2.513210e+00
6.023236607142861e-03	2.500000e+00	2.512875e+00
6.027483928571433e-03	2.500000e+00	2.512546e+00
6.031731250000005e-03	2.500000e+00	2.512223e+00
6.083349553571433e-03	2.500000e+00	2.508979e+00
6.134967857142860e-03	2.500000e+00	2.506158e+00
6.186586160714288e-03	2.500000e+00	2.503758e+00
6.238204464285716e-03	2.500000e+00	2.501781e+00
6.289822767857143e-03	2.500000e+00	2.500227e+00
6.341441071428570e-03	2.500000e+00	2.499094e+00
6.393059374999998e-03	2.500000e+00	2.498384e+00
6.492110714285710e-03	2.500000e+00	2.497328e+00
6.591162053571422e-03	2.500000e+00	2.496459e+00
6.690213392857134e-03	2.500000e+00	2.495774e+00
6.789264732142846e-03	2.500000e+00	2.495275e+00
6.888316071428559e-03	2.500000e+00	2.494961e+00
6.987367410714271e-03	2.500000e+00	2.494833e+00
7.086418749999983e-03	2.500000e+00	2.494889e+00
9.498528124999931e-03	2.500000e+00	2.494705e+00
9.996574999999921e-03	2.500000e+00	2.494705e+00
1.000000000000000e-02	2.500000e+00	2.494705e+00
